ID,Name,Sentence,Label,LengthWords,LengthChars
wiki-164,United Kingdom,"In 2011, 40 per cent of the UK's electricity was produced by gas, 30 per cent by coal, 19 per cent by nuclear power and 4.2 per cent by wind, hydro, biofuels and wastes.",1,34,169
wiki-417,Computer mouse,Only with the release of the Apple Macintosh in 1984 did the mouse see widespread use.,1,16,86
wiki-262,Boris Yeltsin,Panic struck the Yeltsin team when opinion polls suggested that the ailing president could not win; some members of his entourage urged him to cancel the presidential elections and effectively rule as a dictator from then on.,1,37,225
wiki-48,Mantua,"In early February 1797, the city surrendered and the region came under French administration.",1,14,93
wiki-1241,Ada Lovelace,"While studying differential calculus, she wrote to De Morgan:  I may remark that the curious transformations many formulae can undergo, the unsuspected and to a beginner apparently impossible identity of forms exceedingly dissimilar at first sight, is I think one of the chief difficulties in the early part of mathematical studies.",1,51,332
wiki-977,Internal combustion engine,# Exhaust: The exhaust valve remains open while the piston moves upward expelling the combustion gases.,1,16,103
wiki-523,Renaissance,"Most historians now prefer to use the term ""early modern"" for this period, a more neutral designation that highlights the period as a transitional one between the Middle Ages and the modern era.",1,33,194
wiki-727,Denmark,"Physicist Lene Vestergaard Hau is the first person to stop light, leading to advances in quantum computing, nanoscale engineering and linear optics.",1,22,148
wiki-1175,Brexit,Boris Johnson announces his intention to prorogue Parliament in September.,1,10,74
wiki-967,Nero,"Nero became terrified, believing that God wanted the Second Temple to be destroyed, but that he would punish the one to carry it out.",1,24,133
wiki-378,Primate,"Gibbons, muriquis and spider monkeys all brachiate extensively,   Vision   The evolution of color vision in primates is unique among most eutherian mammals.",1,22,156
wiki-1292,Mikhail Gorbachev,"Gorbachev later related that he was ""deeply affected"" by the incident; ""my conscience tormented me"" for overseeing Sadykov's persecution.",1,19,137
wiki-617,Switzerland,The most widespread varieties are the Chasselas  (called Fendant in Valais) and Pinot noir.,1,14,91
wiki-1333,Afrikaans,"This is usually because words that had c and ch in the original Dutch are spelled with k and g, respectively, in Afrikaans.",1,23,123
wiki-931,Czech Republic,"There were 496,413  (4.5% of population) foreigners residing in the country in 2016, according to the Czech Statistical Office, with the largest groups being Ukrainian  (22%), Slovak  (22%), Vietnamese  (12%), Russian  (7%), German  (4%) and from other countries  (33%).",1,39,270
wiki-875,Nuremberg,"Tourism    Nuremberg is Bavaria’s second largest city after Munich, and a popular tourist destination for foreigners and Germans alike.",1,19,135
wiki-1294,Emily Dickinson,"According to a letter written by Dickinson after Newton's death, he had been ""with my Father two years, before going to Worcester&nbsp;– in pursuing his studies, and was much in our family.""",1,32,190
wiki-1724,Empire State Building,"After the World Trade Center terrorist attacks on September 11, 2001, the ride was closed.",1,15,90
wiki-1309,Nile crocodile,"The animals likely were either brought there to be released, or are escapees.",1,13,77
wiki-796,Spain,"Spanish mysticism provided an important intellectual resource against Protestantism with Carmelites like Teresa of Ávila, a reformist nun and John of the Cross, a priest, taking the lead in their reform movement.",1,32,212
viki-1701,Sweden,Yearly average precipitation (rainfall) in most of the country is between 500 and 800 millimeters per year.,0,17,107
wiki-748,Valentine's Day,"In 2012, the religious police arrested more than 140 Muslims for celebrating the holiday, and confiscated all red roses from flower shops.",1,22,138
wiki-977,Internal combustion engine,Water-cooled engines contain passages in the engine block where cooling fluid circulates  (the water jacket).,1,15,109
wiki-1515,Socrates,"On the Socratic Education: An Introduction to the Shorter Platonic Dialogues, Lanham, MD: Rowman and Littlefield.",1,16,113
wiki-1232,"Salvador, Bahia","It was first reached by Gaspar de Lemos in 1501, just one year after Cabral's purported discovery of Brazil.",1,19,108
wiki-714,Social democracy,"In Mexico, several social democratic governments and presidents were elected from the 1920s to the 1930s.",1,16,105
wiki-1383,Kosovo,"However, the name ""Kosova"" remains more widely used among the Albanian population.",1,12,82
wiki-798,Audiology,Audiologists are autonomous practitioners and do not need physician orders or supervision.,1,12,90
viki-458,Yusuf_I_of_Granada,"After the treaty expired, he allied himself with Abu al-Hasan Ali (1331–1348) of the Marinids against Alfonso XI of Castile (Template:Reign1312–1350).",0,21,150
wiki-1250,Rhode Island,"Growth in the modern era: 1929–present   Since the Great Depression, the Rhode Island Democratic Party has dominated local politics.",1,19,132
wiki-732,Calculator,"19 other countries, including the United Kingdom, had already granted a similar patent to Texas Instruments.",1,16,108
wiki-894,Eiffel Tower,"Today, radio and digital television signals are transmitted from the Eiffel Tower.",1,12,82
wiki-883,Donald Duck,"Walt Disney also approved to have Donald serve as a mascot for the Army Air Corps and U.S. Coast Guard, in which he was portrayed as a patriotic pirate.",1,29,152
wiki-886,Antarctica,"Glaciation began at the end of the Devonian period  (360 Ma), as Gondwana became centred on the South Pole and the climate cooled, though flora remained.",1,26,153
wiki-1206,Muhammad,"He gained support from the nomadic tribes to the north and east of Medina; using propaganda about Muhammad's weakness, promises of booty, memories of Quraysh prestige and through bribery.",1,29,187
wiki-1503,Gold,"Blue gold can be made by alloying with iron, and purple gold can be made by alloying with aluminium.",1,19,100
wiki-1479,Castle,"The location of castles in relation to high status features, such as fish ponds, was a statement of power and control of resources.",1,23,131
wiki-1475,Dijon,"Dijon is home to Dijon FCO, a football team now in Ligue 1.",1,13,59
wiki-490,Gettysburg Address,Nicolay and Hay were appointed custodians of Lincoln's papers by Lincoln's son Robert Todd Lincoln in 1874.,1,17,107
wiki-607,Brussels,"It promotes member museums through the Brussels Card  (giving access to public transport and 30 of the 100 museums), the Brussels Museums Nocturnes  (every Thursday from 5 p.m. to 10 p.m. from mid-September to mid-December) and the Museum Night Fever  (an event for and by young people on a Saturday night in late February or early March).",1,57,339
wiki-1525,Crocodile,"It was able to apply a bite force value of , and thus surpassed the previous record of  made by a  long American alligator.",1,24,123
wiki-423,World War II,"In 1931, an increasingly militaristic Empire of Japan, which had long sought influence in China as the first step of what its government saw as the country's right to rule Asia, staged the Mukden Incident as a pretext to launch an invasion of Manchuria and establish the puppet state of Manchukuo.",1,51,297
wiki-299,Vladimir Putin,"A massive Italianate-style mansion costing an alleged US$1&nbsp;billion and dubbed ""Putin's Palace"" is under construction near the Black Sea village of Praskoveevka.",1,22,165
wiki-297,Germany,"Germany is a member of the United Nations, NATO, the G7, the G20, and the OECD.",1,16,79
wiki-1227,Varangian Guard,"The Varangians served as the personal bodyguard of the emperor, swearing an oath of loyalty to him; they had ceremonial duties as retainers and acclaimers and performed some police duties, especially in cases of treason and conspiracy.",1,37,235
wiki-1655,European Union,Decisions offer an alternative to the two above modes of legislation.,1,11,69
wiki-607,Brussels,The Grand Place is the main attraction in the city centre and has been a UNESCO World Heritage Site since 1998.,1,21,111
wiki-484,Eurypterid,"The primary function of the long, assumed female, type A appendages was likely to take up spermatophore from the substrate into the reproductive tract rather than to serve as an ovipositor, as arthropod ovipositors are generally longer than eurypterid type A appendages.",1,42,270
wiki-279,Julius Caesar,Casca simultaneously produced his dagger and made a glancing thrust at the dictator's neck.,1,14,91
wiki-1095,San Francisco,"Small businesses with fewer than 10 employees and self-employed firms make up 85% of city establishments, and the number of San Franciscans employed by firms of more than 1,000 employees has fallen by half since 1977.",1,36,217
wiki-990,Maple syrup,"The average maple tree will produce  of sap per season, up to  per day.",1,14,71
wiki-1318,National Hockey League,The Vezina Trophy is awarded annually to the person deemed the best goaltender as voted on by the general managers of the teams in the NHL.,1,26,139
wiki-815,Belo Horizonte,The Natural History Museum and Botanical Garden holds an important treasure of folk art – the Nativity of Pipiripau.,1,19,116
viki-297,Germany,"The treaty also limited Germany's influence on world affairs significantly, and fines placed on them by the allied brought their economy to near ruin.",0,24,150
wiki-872,Mosquito,"Even with high egg and intergenerational mortality, over a period of several weeks, a single successful breeding pair can create a population of thousands.",1,24,155
wiki-1603,BNS Bangabandhu,"In 2014, Malaysia Airlines Flight 370, a 777-200ER, went missing while in flight.",1,13,81
wiki-1087,The Joy of Cooking,"During the mid-1990s, publisher Simon & Schuster, which owns the Joy of Cookings copyrights, hired influential cookbook editor Maria Guarnaschelli, formerly of William Morrow, and editor of works by Jeff Smith and others.",1,33,221
wiki-447,Buffalo,"Landing Vehicle Tracked, a WWII-era amphibious vehicle   Other uses   * Buffalo wing, a style of chicken wing prepared with a spicy sauce coating, originally created in Buffalo, New York  * Royal Antediluvian Order of Buffaloes, a fraternal organisation  * Pistol-whipping, or ""buffaloing"", using a handgun as a blunt weapon  *",1,50,327
wiki-1554,Cat,"Often, the ears are pointed down and back to avoid damage to the inner ear and potentially listen for any changes behind them while focused forward.",1,26,148
wiki-513,Undertale,"Fox plans for Deltarune to have only one ending, regardless of what choices the player makes in the game.",1,19,105
wiki-64,The Canterbury Tales,Summoners were Church officers who brought sinners to the Church court for possible excommunication and other penalties.,1,17,120
wiki-206,Gladiator,"In the aftermath of Cannae, Scipio Africanus crucified Roman deserters and had non-Roman deserters thrown to the beasts.",1,18,120
wiki-1344,Lionel Messi,"He was so disappointed that he did not celebrate his team's victory over Arsenal in Paris, something he later came to regret.",1,22,125
wiki-1057,One Direction,Nabisco became the title sponsor of One Direction's North American tour.,1,11,72
wiki-613,Soil,"Soil containing substantial quantities of charcoal, of an anthropogenic origin, is called terra preta.",1,14,102
wiki-1343,Joseph Stalin,"Throughout the 1920s and beyond, Stalin placed a high priority on foreign policy.",1,13,81
wiki-1374,Euripides,"Thus in the example above, Hecuba presents herself as a sophisticated intellectual describing a rationalized cosmos yet the speech is ill-matched to her audience, Menelaus  (a type of the unsophisticated listener), and soon it is found not to suit the cosmos either  (her infant grandson is brutally murdered by the victorious Greeks).",1,52,335
wiki-971,German Empire,"Legacy   The defeat and aftermath of the First World War and the penalties imposed by the Treaty of Versailles shaped the positive memory of the Empire, especially among Germans who distrusted and despised the Weimar Republic.",1,36,226
wiki-1258,Confederate States of America,"The text was as follows:   QTEMPLATE |No amendment shall be made to the Constitution which will authorize or give to Congress the power to abolish or interfere, within any State, with the domestic institutions thereof, including that of persons held to labor or service by the laws of said State.",1,50,296
wiki-1707,Bhutan,Bhutan also has numerous tourist sites that are not included in its UNESCO tentative list.,1,15,90
wiki-289,Ethiopia,International and non-governmental observers concluded that opposition parties would have been able to participate had they chosen to do so.,1,20,140
wiki-506,History of Earth,Traces of glaciation from this period are only found on former Gondwana.,1,12,72
wiki-1424,Emma Watson,"The film is based on the real-life Bling Ring robberies, with Watson playing a fictionalised version of Alexis Neiers, a television personality who was one of seven teenagers involved in the robberies.",1,32,201
wiki-1465,South Park,"The character of Cartman ranked 10th on TV Guide's 2002 list of the ""Top 50 Greatest Cartoon Characters"", 198th on VH1's ""200 Greatest Pop Culture Icons"", 19th on Bravo's ""100 Greatest TV Characters"" television special in 2004, and second on MSNBC's 2005 list of TV's scariest characters behind Mr. Burns from The Simpsons.",1,53,323
wiki-1636,10 Downing Street,"Princess Elizabeth, eldest daughter of King James I, lived there from 1604 until 1613 when she married Frederick V, Elector Palatine and moved to Heidelberg.",1,25,157
wiki-332,British Museum,"There is also a ""Highlights"" database with longer entries on over 4,000 objects, and several specialised online research catalogues and online journals  (all free to access).",1,26,174
wiki-1364,Athena,"Cambridge, Massachusetts., Harvard University Press; London, William Heinemann, Ltd. 1919.",1,10,90
wiki-1593,Pindar,"In his first Pythian ode, composed in 470 BC in honour of the Sicilian tyrant Hieron, Pindar celebrated a series of victories by Greeks against foreign invaders: Athenian and Spartan-led victories against Persia at Salamis and Plataea, and victories by the western Greeks led by Theron of Acragas and Hieron against the Carthaginians and Etruscans at the battles of Himera and Cumae.",1,62,383
wiki-1245,Telomere,"In humans, the shelterin complex consists of six proteins identified as TRF1, TRF2, TIN2, POT1, TPP1, and RAP1.",1,18,111
wiki-237,Alexander the Great,"Some of the first and most influential figurative portrayals of the Buddha appeared at this time, perhaps modeled on Greek statues of Apollo in the Greco-Buddhist style.",1,27,169
wiki-464,Lemur,The ring-tailed lemur and a few other species have different calls and reactions to specific types of predators.,1,18,112
wiki-463,School,"Forms of discipline, such as control over when students may speak, and normalized behaviour, such as raising a hand to speak, are imposed in the name of greater efficiency.",1,29,172
wiki-83,Banana,"Banana bunchy top disease  (BBTD) symptoms include dark green streaks of variable length in leaf veins, midribs and petioles.",1,19,125
wiki-763,Satoru Iwata,Miyamoto attributed the lackluster sales to public misunderstandings of the console's concept and functionality.,1,14,112
wiki-636,Margaret Thatcher,"Environment   Thatcher supported an active climate protection policy; she was instrumental in the passing of the Environmental Protection Act 1990, the founding of the Hadley Centre for Climate Research and Prediction, the establishment of the Intergovernmental Panel on Climate Change, and the ratification of the Montreal Protocol on preserving the ozone.",1,51,357
wiki-1595,Thomas Paine,"Located in downtown Manhattan, near City Hall, the 300-ton-plus monument was dedicated on October 12, 2000.",1,16,107
wiki-1432,Frankfurt,The city centre is north of the River Main in Altstadt district  (the historical centre) and the surrounding Innenstadt district.,1,20,129
wiki-1610,South Africa,"Since 1961, the long formal name in English has been the ""Republic of South Africa"" and Republiek van Suid-Afrika in Afrikaans.",1,21,127
wiki-1045,Madrid,"The district of Chueca has also become a hot spot in the Madrilenian nightlife, especially for the gay population.",1,19,114
wiki-754,Durum,"Despite its high protein content, durum is not a strong wheat in the sense of giving strength to dough through the formation of a gluten network.",1,26,145
wiki-1292,Mikhail Gorbachev,"The Ukrainian, Belarussian, and Russian Supreme Soviets then ratified the establishment of the CIS.",1,14,99
wiki-69,Geoffrey Chaucer,"Geoffrey's other children probably included Elizabeth Chaucy, a nun at Barking Abbey, Agnes, an attendant at Henry IV's coronation; and another son, Lewis Chaucer.",1,24,163
wiki-955,Alabama,All sitting justices on the Alabama Supreme Court are members of the Republican Party.,1,14,86
wiki-1265,Estonia,"As in other spheres, Estonian law-making has been successfully integrated with the Information Age.",1,14,99
wiki-1288,Henry VIII of England,"Other missions concentrated on arranging an ecclesiastical court to meet in England, with a representative from Clement VII.",1,18,124
wiki-1558,Canberra,"In the 1860s, the name was reported by Queanbeyan newspaper owner John Gale to be an interpretation of the name  or , meaning ""hollow between a woman's breasts"", and referring to the Sullivans Creek floodplain between Mount Ainslie and Black Mountain.",1,41,251
wiki-996,Tel Aviv,"In January 2008, Tel Aviv's municipality established the city's LGBT Community centre, providing all of the municipal and cultural services to the LGBT community under one roof.",1,27,177
wiki-638,Elvis Presley,"Beginning in February 1972, he took a third of the profit from live appearances; a January 1976 agreement entitled him to half of that as well.",1,26,143
wiki-383,Soul,"In addition, neuroscientists are also investigating how the mind develops with the development of the brain.",1,16,108
wiki-1075,ITunes,"Ping    With the release of iTunes 10 in September 2010, Apple announced iTunes Ping, which then-CEO Steve Jobs described as ""social music discovery"".",1,23,150
wiki-1501,Pakistan,"Pakistan's North-West Frontier Province became a base for the anti-Soviet Afghan fighters, with the province's influential Deobandi ulama playing a significant role in encouraging and organising the 'jihad'.",1,28,207
wiki-556,Claude Monet,"Boston  File:Monet Grand Canal Legion of Honor.jpg|Grand Canal, Venice, 1908, Fine Arts Museums of San Francisco   Fame   In 2004, London, the Parliament, Effects of Sun in the Fog  (Londres, le Parlement, trouée de soleil dans le brouillard)  (1904), sold for US$20.1&nbsp;million.",1,41,282
wiki-353,Patrick Modiano,The author creates a number of instabilities on various levels of his text and this signifies how literary figures can (not) be created.,1,23,136
wiki-942,Law,"In his view, any categorisation of rules beyond their role as authoritative instruments in mediation are best left to sociology, rather than jurisprudence.",1,23,155
wiki-1715,A Midsummer Night's Dream,* Were the World Mine  (2008) features a modern interpretation of the play put on in a private high school in a small town.,1,24,123
wiki-1149,Marilyn Monroe,"She would go deep down within herself and find it and bring it up into consciousness.""",1,16,86
wiki-63,Philosophy,"For example, Newton's 1687 Mathematical Principles of Natural Philosophy later became classified as a book of physics.",1,17,118
wiki-1712,New Zealand,"Māori had several traditional names for the two main islands, including Te Ika-a-Māui  (the fish of Māui) for the North Island and Te Waipounamu  (the waters of greenstone) or Te Waka o",1,32,185
wiki-295,Eadweard Muybridge,Muybridge's work contributed substantially to developments in the science of biomechanics and the mechanics of athletics.,1,16,121
wiki-490,Gettysburg Address,"Historian William E. Barton argues that:   QTEMPLATE |Every stenographic report, good, bad and indifferent, says 'that the nation shall, under God, have a new birth of freedom.'",1,27,177
wiki-390,J. K. Rowling,"Rowling  acquired  the  courtesy title  of  Laird  of  Killiechassie in  2001 when  she  purchased the historic Killiechassie House, and its  surrounding  estate   situated on the banks of the River Tay, near Aberfeldy, in Perth and Kinross.",1,36,241
wiki-1644,Vatican,"The Holy See, the governing body of the Roman Catholic Church and sovereign entity recognized by international law, consisting of the pope and the Roman Curia  *",1,27,161
wiki-1313,Confirmation,": The clergyman bestows the gift of the Holy Ghost by saying, ""Receive the Holy Ghost.""",1,16,87
wiki-915,Rhine,The water then follows the northern shore until Hagnau am Bodensee.,1,11,67
wiki-1161,Puerto Rico,"Throughout those years, including present time, all budgets contemplated issuing bonds to cover these projected deficits rather than making structural adjustments.",1,21,163
wiki-829,Lyndon B. Johnson,"After considerable horse-trading, especially with the carriers who won promises from the president for greater freedom in setting rights and more liberal depreciation allowances from the IRS, Johnson got an agreement.",1,31,217
wiki-1112,Tarantula,"Some Australians use the slang term ""triantelope""  (a corruption of the incorrect term tarantula, which is also used) for large, hairy, and harmless members of the huntsman spider family, which are often found on interior household walls and in automobiles.",1,40,257
wiki-235,Journalism,"Perhaps the most famous journalistic mistake caused by time pressure was the Dewey Defeats Truman edition of the Chicago Daily Tribune,  based on early election returns that failed to anticipate the actual result of the 1948 US presidential election.",1,39,250
wiki-1217,Herrerasaurus,"Other possible basal theropods, Alwalkeria from the Late Triassic Maleri Formation of India, and Teyuwasu, known from very fragmentary remains from the Late Triassic of Brazil, might be related.",1,29,194
wiki-884,Minecraft,The game mode helps players focus on building and creating projects of any size without disturbance.,1,16,100
wiki-829,Lyndon B. Johnson,"Only Senator Eugene McCarthy of Minnesota challenged Johnson as an anti-war candidate in the New Hampshire primary, hoping to pressure the Democrats to oppose the Vietnam War.",1,27,175
wiki-1582,Sylhet,"Many Sylhetis have also emigrated to Canada, France, Australia, Spain, Germany, Sweden and other European countries.",1,16,116
wiki-1654,Painting,"This is because the aesthetic value is functionality dependent, i.e. the freedom  (of movement) of perception is perceived as beauty.",1,20,133
wiki-405,Napoleon,"Vendémiaire An IV in the French Republican Calendar; 1,400 royalists died and the rest fled.",1,15,92
wiki-906,Mickey Rooney,"Shortly before his death in 2014 at age 93, he accused some family members of mistreatment and testified before Congress about what he said was physical abuse and exploitation by family members.",1,32,194
wiki-1383,Kosovo,"The coldest areas of Kosovo are the mountains in the west and southeast, where an alpine climate is found.",1,19,106
wiki-1023,Alfred Hitchcock,"* William Fazan: Murder!  (1930), Young and Innocent  (1937), Jamaica Inn  (1939)",1,12,81
viki-1024,Wuthering_Heights,The novel was written between 1845 and 1846 and published in 1847.,0,12,66
wiki-972,Caligula,Riots again erupted in Alexandria in 40 between Jews and Greeks.,1,11,64
wiki-887,Isle of Man,"The Passport Office, Isle of Man, Douglas, accepts and processes applications for the Lieutenant Governor of the Isle of Man, who is formally responsible for issuing Isle of Man-issued British passports, entitled ""British Islands – Isle of Man"".",1,38,245
wiki-751,John Cowper Powys,"There are again, as with Owen Glendower, parallels with contemporary history: ""The Dark Ages and the 1930s are the periods of what Powys, in Yeatsian phrase calls 'appalling transition' "".",1,30,188
wiki-301,Slavery,"However, although slavery, as a practice, was legally banned in 1981, it was not a crime to own a slave until 2007.",1,22,115
wiki-1175,Brexit,"According to a study by University of Cambridge economists, under a ""hard Brexit"" whereby the UK reverts to WTO rules, one-third of UK exports to the EU would be tariff-free, one-quarter would face high trade barriers and other exports risk tariffs in the range of 1–10%.",1,46,271
wiki-874,Volcano,"This process is known as cryovolcanism, and is apparently most common on the moons of the outer planets of the solar system.",1,22,124
wiki-1194,Jean de La Fontaine,"The Complete Fables of Jean de La Fontaine, Norman Shapiro  (transl.).",1,11,70
wiki-1252,North America,"These metropolitan areas all have a population of above 5.5 million and include the New York City metropolitan area, Los Angeles metropolitan area, Chicago metropolitan area, and the Dallas–Fort Worth metroplex.",1,31,211
wiki-186,Minnesota,"Following several territorial reorganizations, Minnesota in its current form was admitted as the country's 32nd state on May 11, 1858.",1,20,134
wiki-1483,African elephant,Size    The African bush elephant is the largest terrestrial animal.,1,10,68
wiki-557,Pig,*In Hinduism the god Vishnu took the form of a four-armed humanoid with the head of a  boar named Varaha in order to save the Earth from a demon who had dragged it to the bottom of the sea.,1,39,189
wiki-1282,Finland,"The agreement becomes universally enforceable provided that more than 50% of the employees support it, in practice by being a member of a relevant trade union.",1,26,159
wiki-1715,A Midsummer Night's Dream,"The first is the Real World of the play, which represents reason.",1,12,65
wiki-959,Polo,One of the rein sets may alternately be draw reins.,1,10,51
wiki-748,Valentine's Day,"In the Eastern Orthodox church there is another Saint who protects people who are in love, Hyacinth of Caesarea  (feast day July 3), but this was not widely known until the late 1990s In contemporary Greece, Valentine's Day is generally celebrated as in the common Western tradition.",1,47,283
wiki-727,Denmark,Education    All educational programmes in Denmark are regulated by the Ministry of Education and administered by local municipalities.,1,18,135
wiki-146,Joe Biden,"While at a fundraiser on June 18, 2019, Biden said that one of his greatest strengths was ""bringing people together"" and pointed to his relationships with Senators James Eastland and Herman Talmadge, two segregationists as examples.",1,36,232
wiki-994,New York City,"(This is not unusual, as all large cities have greater income disparities than the nation overall.)",1,16,99
wiki-1030,Apple Inc.,"On August 27, 1999  (the year following the introduction of the iMac G3), Apple officially dropped the rainbow scheme and began to use monochromatic logos nearly identical in shape to the previous rainbow incarnation.",1,34,217
wiki-329,Homeopathy,"Michael Baum, Professor Emeritus of Surgery and visiting Professor of Medical Humanities at University College London  (UCL), has described homoeopathy as a ""cruel deception"".",1,24,175
wiki-1539,Second Battle of Bull Run,"That evening, Pope wired Halleck with a report of the day's fighting, describing it as ""severe"" and estimating his losses at 7000-8000 men.",1,23,139
wiki-507,Giambattista Pittoni,Compendio delle vite de' pittori veneziani istorici più rinomati del presente secolo con suoi ritratti tratti dal naturale.,1,18,123
wiki-2,Richard II of England,"A new form of address developed; where the king previously had been addressed simply as ""highness"", now ""royal majesty"", or ""high majesty"" were often used.",1,25,155
wiki-702,Stanley Kubrick,"Many disputes broke out over the project, and in the end, Kubrick distanced himself from what would become One-Eyed Jacks  (1961).",1,21,130
wiki-1385,Brown recluse spider,"There are other species of the genus Loxosceles native to the southwestern part of the United States, including California, that may resemble the brown recluse, but interactions between humans and the recluse species in California and the region are rare because those species native ranges lie outside of dense human populations.",1,51,330
wiki-1350,Nitrogen,The impurities can be removed by passing the gas through aqueous sulfuric acid containing potassium dichromate.,1,16,111
wiki-636,Margaret Thatcher,"Apartheid in South Africa   Despite saying that she was in favour of ""peaceful negotiations"" to end apartheid, Thatcher opposed sanctions imposed on South Africa by the Commonwealth and the European Economic Community  (EEC).",1,33,225
viki-1010,Multimedia," Multimedia  Multimedia (Lat. Multum + Medium) is media that uses several forms of information content (e.g. text, audio, graphics, animation, video) to inform or entertain the audience (User).",0,28,193
wiki-294,Density,For a pure substance the density has the same numerical value as its mass concentration.,1,15,88
wiki-1382,American Revolutionary War,"As was typical in wars of the era, diseases such as smallpox claimed more lives than battle.",1,17,92
wiki-97,Grumpy Cat,"Seated opposite each other in red velvet accent chairs, Noer satirically supposes that Grumpy Cat's performances have ""deeper philosophical underpinnings"", ""existential angst"", and ""nihilism"", then goes on to quote Kafka, to which Grumpy Cat ""replies"" via a popular image macro with Impact typeface, ""I read Kafka once.",1,47,319
wiki-151,Michigan,"The state elected successive Republican attorneys general from 2003 until 2019, when Democratic incumbent Dana Nessel took office.",1,18,130
wiki-164,United Kingdom,"In 2018, the UN Special Rapporteur on Extreme Poverty and Human Rights visited the UK and found that government policies and cuts to social support are ""entrenching high levels of poverty and inflicting unnecessary misery in one of the richest countries in the world.""",1,44,268
wiki-301,Slavery,The hoe hands chopped out the weeds that surrounded the cotton plants as well as excessive sprouts.,1,17,99
wiki-90,Greco-Persian Wars,"In 404 BC when Cyrus the Younger attempted to seize the Persian throne, he recruited 13,000 Greek mercenaries from all over the Greek world, of which Sparta sent 700–800, believing they were following the terms of the defence pact and unaware of the army's true purpose.",1,46,270
wiki-464,Lemur,"The aye-aye is almost universally viewed unfavorably across Madagascar, though the tales vary from village to village and region to region.",1,21,139
wiki-1420,Conservative Party (UK),"In the year after the 2010 general election, half the Tories' funding came from the financial sector.",1,17,101
wiki-1432,Frankfurt,"In 1948, the allies founded the Bank deutscher Länder, the forerunner of Deutsche Bundesbank.",1,14,93
wiki-712,Female,"During reproduction, the male contributes either an X sperm or a Y sperm, while the female always contributes an X egg.",1,21,119
wiki-519,Poseidon,"Conversely, Walter Burkert suggests that the Hellene cult worship of Poseidon as a horse god may be connected to the introduction of the horse and war-chariot from Anatolia to Greece around 1600 BC.",1,33,198
wiki-534,Toad,"A Magic Kingdom version of the ride operated upon the park's Orlando, Florida, opening in 1971, but was closed and replaced by The Many Adventures of Winnie the Pooh in 1998.",1,31,174
wiki-388,Grant Wood,"Early life    Wood was born in rural Iowa, 4&nbsp;mi  (6&nbsp;km) east of Anamosa, in 1891.",1,15,91
wiki-613,Soil,Derelict soils occur where industrial contamination or other development activity damages the soil to such a degree that the land cannot be used safely or productively.,1,26,168
wiki-667,Athens,A series of measures taken by the authorities of the city throughout the 1990s resulted in the improvement of air quality; the appearance of smog  (or nefos as the Athenians used to call it) has become less common.,1,38,214
wiki-282,Cattle,"Bite area is determined by the sweep of the tongue; in one study observing  steers, bite area reached a maximum of approximately .",1,23,130
wiki-1202,Ant,"Ants also are quite popular inspiration for many science-fiction insectoids, such as the Formics of Ender's Game, the Bugs of Starship Troopers, the giant ants in the films Them!",1,29,178
wiki-1394,Palermo,"It is a massive though elegant construction, in typical Catalan Gothic style, with Renaissance influences.",1,15,106
wiki-1458,Evolution,The publication of the structure of DNA by James Watson and Francis Crick with contribution of Rosalind Franklin in 1953 demonstrated a physical mechanism for inheritance.,1,26,171
wiki-142,Marcel Proust,André Gide was initially not so taken with his work.,1,10,52
wiki-506,History of Earth,"75% of all life, including the non-avian dinosaurs, became extinct, marking the end of the Cretaceous period and Mesozoic era.",1,20,126
wiki-270,Age of Enlightenment,"Monarchs also resented the idea of their subjects convening as one to discuss political matters, especially those concerning foreign affairs—rulers thought political affairs to be their business only, a result of their supposed divine right to rule.",1,37,249
wiki-1228,Oliver Twist,"This apparently hereditary gentlemanliness makes Oliver Twist something of a changeling tale, not just an indictment of social injustice.",1,19,137
wiki-1185,Protestantism,Pentecostalism   Pentecostalism is a movement that places special emphasis on a direct personal experience of God through the baptism with the Holy Spirit.,1,23,155
wiki-1539,Second Battle of Bull Run,"Robert Underwood Johnson, Clarence Clough Buell,  Battles and Leaders of the Civil War, Volume 2  (Pdf), New York:",1,18,114
wiki-895,HTML,"A regular HTML file is confined to the security model of the web browser's security, communicating only to web servers and manipulating only web page objects and site cookies.",1,29,175
wiki-466,Parliament of the United Kingdom,"Thus, the question of Parliamentary sovereignty appears to remain unresolved.",1,10,77
wiki-835,Nintendo Entertainment System,"In October 1993, Nintendo redesigned the NES to follow many of the same design cues as the newly introduced Super Nintendo Entertainment System and the Japanese Super Famicom.",1,28,175
wiki-369,Azerbaijan,"Azerbaijan also has an ancient Jewish population with a 2,000-year history; Jewish organizations estimate that 12,000 Jews remain in Azerbaijan.",1,20,144
wiki-1509,Snow,"To address these, European countries employ Eurocode 1: Actions on structures - Part 1-3: General actions - Snow loads.",1,19,119
wiki-1557,Turkey,Two of the five major episcopal sees of the Pentarchy  (Constantinople and Antioch) instituted by Justinian the Great in 531 AD were located in present-day Turkey during the Byzantine period.,1,30,191
wiki-971,German Empire,"Wilhelm became internationally notorious for his aggressive stance on foreign policy and his strategic blunders  (such as the Tangier Crisis), which pushed the German Empire into growing political isolation and eventually helped to cause World War I.   Domestic affairs   Under Wilhelm II, Germany no longer had long-ruling strong chancellors like Bismarck.",1,51,357
